state,name,female_2010,women_16_to_50_birth_rate_2017,hs_grad_2017,some_college_2017,bachelors_2017,mean_work_travel_2017,broadband_2017,computer_2017,homeownership_2010,persons_per_household_2017,metro_2013,fed_spending_2009,poverty_2017,poverty_age_under_5_2017,poverty_age_under_18_2017,unemployment_rate_2016,avg_family_size_2019
Tennessee,Rhea County,51.1,6.9,77.3,26.4,14.2,22.7,62.2,76.6,74.5,2.5,0,285667,21.9,37.1,30.8,7.09,3.19
Tennessee,Roane County,50.9,3.4,86.7,29.7,19.3,27.4,69.3,79.6,76.9,2.42,1,598657,15.4,23.3,19.9,5.55,3.09
Tennessee,Robertson County,50.8,5.3,86.7,29.1,18.1,29.3,76.8,85,77.5,2.7,1,376452,11.3,23.3,16.3,4.15,3.05
Tennessee,Rutherford County,50.6,5,90.8,30.5,31.8,28.5,80.5,92,69,2.75,1,1681295,11.8,18.3,14.6,3.68,3.26
Tennessee,Scott County,50.9,2.7,78.1,24.5,8.3,28.3,60.5,72.7,74,2.53,0,272430,26.2,35.5,33.8,7.39,2.95
Tennessee,Sequatchie County,50.4,1.4,83.1,27.7,14.5,32.4,70.1,83.5,77.8,2.62,1,111963,14.4,3.5,19.9,5.83,3.03
Tennessee,Sevier County,50.7,4.9,83.5,29,18,24.8,72.7,83.1,68.7,2.56,0,587843,15.3,25,20.8,4.93,3.01
Tennessee,Shelby County,52.3,5.8,87.6,29.9,30.6,22.9,70.5,82.4,61.7,2.64,1,8657013,20.8,39.5,33.7,5.33,3.38
Tennessee,Smith County,50.8,5.5,83.8,24.7,11.2,28.6,66.9,76.5,76.6,2.53,1,222105,14.1,19.5,16.8,4.57,3.05
Tennessee,Stewart County,50.1,6.7,87.4,29.7,15.1,34.7,60.2,74,81,2.47,0,161915,19,46.3,28.1,6.77,3.24
Tennessee,Sullivan County,51.6,4.8,85.7,28.3,22,21.4,73,82.3,75.8,2.32,1,1459526,16.6,30.5,25.8,5.16,2.89
Tennessee,Sumner County,51.2,5.1,89.6,31.7,26.5,27.8,80.5,88,74.7,2.7,1,954479,9.7,14.7,12.9,3.87,3.2
Tennessee,Tipton County,51,7.8,86.4,31,15.3,33,71.7,84.6,74.2,2.83,1,425037,14.6,19.2,19.8,5.67,3.23
Tennessee,Trousdale County,50.3,14.8,79.8,24.7,15.2,29.2,58.1,69.6,79.6,2.94,1,63264,13.3,2.8,13.8,4.81,3.71
Tennessee,Unicoi County,51.1,5.3,82.9,27.3,14.9,20.4,62.4,76,71.8,2.27,1,277976,20.1,33.4,29.8,7.09,2.72
Tennessee,Union County,50.2,2.9,77.2,21.7,8.8,33.6,58.3,76.8,80.4,2.61,1,134164,21.6,46.7,31.9,5.76,2.99
Tennessee,Van Buren County,50.1,4,80.8,22.9,9.9,27.5,65.7,72.3,84.2,2.58,0,42754,19.5,36.4,29.6,6.14,3.08
Tennessee,Warren County,50.7,5.3,79.3,22.4,14.4,24.5,67,74.4,73,2.51,0,376694,21.6,43.5,33,4.78,3.22
Tennessee,Washington County,51.1,4.5,89.1,27.2,31.9,20.8,78,85.8,67.9,2.31,1,1181679,16.5,27.9,21.8,4.77,2.86
Tennessee,Wayne County,44.8,9.1,79,23.2,11.1,29.1,58.4,70.4,85.1,2.51,0,162860,19.6,47.3,30.4,6.57,3.09
Tennessee,Weakley County,51,5.2,84,24,20.8,20,69.1,80.5,66.1,2.29,0,303635,20.5,34.9,26.9,5.83,2.79
Tennessee,White County,51.1,4.7,82.7,25.5,12.3,24,62.9,73,76.6,2.65,0,219996,17.6,26.7,24,4.97,3.21
Tennessee,Williamson County,51.2,4.1,95.5,23,58.1,27.3,90.3,94.8,82.9,2.89,1,655318,4.6,4.5,4.9,3.41,3.24
Tennessee,Wilson County,51,4.1,90.7,31.3,29.7,30,81.7,89.4,82,2.7,1,615145,9.2,13.6,12.8,3.84,3.12
Texas,Anderson County,39.2,5.7,80.2,32.1,12.4,23.7,64.2,79.3,73.7,2.68,0,421849,15.7,22.1,22.8,4.32,3.21
Texas,Andrews County,50.2,9.3,74.6,27.5,9.8,19.8,81.5,88.1,79.9,3.23,0,78267,11.9,16.2,15.3,4.72,3.73
Texas,Angelina County,51,5.8,81.1,33.2,16.7,18.7,76,86.4,69.2,2.73,0,638646,19.1,31.7,27,5.9,3.17
Texas,Aransas County,50.4,10.1,83.6,35.6,19.5,20.8,75.7,87.2,74.3,2.56,1,167254,17.8,50.1,25.7,5.59,3.16
Texas,Archer County,49.6,5.3,91.2,34.3,23.6,20.4,70,85.2,81.1,2.6,1,91956,8.8,14.7,9.8,4.31,3.04
Texas,Armstrong County,51.2,2.1,89.9,41.7,23.6,27.4,73.1,88,82,2.65,1,30331,7.5,25.2,13.6,2.79,3.08
Texas,Atascosa County,50.7,5.8,75.8,24.1,14.3,30.8,73.7,83.8,75.8,3.08,1,271005,14.6,20.7,22,5.34,3.66
Texas,Austin County,50.5,4.1,82.2,30.2,22.3,31.1,70.9,83.7,77.5,2.63,1,2782181,13.4,28.9,23.4,5.32,3.05
Texas,Bailey County,49.5,3,70.3,28.3,14.4,16.5,56.5,82.6,74.6,3.1,0,65952,22.3,49,33.5,4.38,3.84
Texas,Bandera County,50.3,4.3,87,32.1,23.8,37,71.8,84.9,78.5,2.51,1,139680,16.5,36.6,30.8,4.1,3.07
Texas,Bastrop County,48.8,6.6,80.7,31.5,20.3,34.4,76.8,87.1,79,3,1,396333,13.3,22.4,18.7,3.74,3.8
Texas,Baylor County,51.8,10.4,87.8,30.8,24.8,10.6,69.9,82.9,71.5,2.14,0,59872,13.1,2.8,3.4,3.62,2.93
Texas,Bee County,40.2,8.9,72.7,28.4,9.2,21.9,62.9,83,67,2.93,0,232411,19.7,33.2,31.7,7.53,3.72
Texas,Bell County,50.5,7.1,90.7,39.7,24.2,20.6,79.6,90,58.2,2.81,1,8688950,14.3,20.5,20.2,4.5,3.34
Texas,Bexar County,51,6,83.7,31,27.3,25,76.5,87.3,62.5,2.96,1,19444429,16.4,24.8,23,3.74,3.78
Texas,Blanco County,49.5,6.3,89.9,31.4,28.5,27.8,77,88,82.6,2.59,0,89136,10.8,29.5,16.1,3.09,3.05
Texas,Borden County,47.7,19.3,94.5,28.8,38.8,28.1,76.2,90.3,62.7,2.43,0,5881,2.8,0,0,3.56,3.28
Texas,Bosque County,50.3,3.5,84.2,30,18.4,29.6,67.5,83.3,75.4,2.5,0,161553,15.6,33.1,26.5,4.31,2.88
Texas,Bowie County,49.5,5.7,87.4,32.6,19.2,17.9,66.1,77.2,66.6,2.66,1,1204377,17.9,27,26.3,4.7,3.19
Texas,Brazoria County,49.2,6.7,87.5,32.3,29.7,29.8,81.3,90.9,75.8,2.86,1,1305223,9.9,10.6,11.9,5.18,3.41
Texas,Brazos County,49.4,4.7,85.9,26.3,39.6,17,78.3,91.7,47.1,2.56,1,1220876,26,28.1,22.7,3.46,3.18
Texas,Brewster County,49.8,1.5,85.1,26.8,35.7,13.8,67,81.1,60.6,2.32,0,91608,10.9,4.8,7.6,3.77,2.96
Texas,Briscoe County,50.2,3.1,80.6,28.2,21.9,20.9,68.5,75.6,80.9,2.4,0,25689,13.9,29.9,17.2,4.39,2.92
Texas,Brooks County,50.4,11.2,68.1,25.2,14.7,21.6,54.6,67.3,67.1,3.31,0,183782,41.5,72.4,62.3,11.79,3.74
Texas,Brown County,50.6,4.4,85.6,29.9,17.8,17.3,68.4,78.8,72.5,2.61,0,319483,16.4,31.1,23.9,4.34,3.09
Texas,Burleson County,50.5,4.5,81.4,25.9,14.8,27.4,61.2,72.6,80.2,2.65,1,142380,15.1,48.3,26.7,4.64,3.17
Texas,Burnet County,50.9,4.6,87.3,32.4,24.1,26.2,71.4,87.4,75,2.69,0,298236,12.3,22.3,18.2,3.46,3.21
Texas,Caldwell County,49.6,6.3,79.3,27.2,14.3,30.6,60.4,82.2,69.2,2.85,1,236502,17.7,28.1,21.6,4.33,3.37
Texas,Calhoun County,49.3,6.2,80.5,31.6,16.2,20.9,75.2,87.8,69.6,2.79,0,150479,15.8,31.6,24,5.58,3.44
Texas,Callahan County,51.2,4.6,87.1,31.1,16,22.9,57.3,70.3,82.8,2.57,1,104324,15.6,21.8,14.7,4.26,3.29
Texas,Cameron County,51.9,5.5,66.2,23.9,17.2,20.2,53,73.6,69.2,3.41,1,2572745,31.2,46.7,43.7,7.17,3.89
Texas,Camp County,50.9,11,83.3,28.7,16.7,26,56.4,76.1,66.8,2.66,0,113390,17.4,20.4,24.2,6.83,3.33
Texas,Carson County,50.8,6.5,93.1,35.4,29.2,19.7,72.6,86.5,85.3,2.61,1,54703,6.4,10.9,7.4,3.27,3.13
Texas,Cass County,51.5,4,86,25,15.3,24,56,70.1,72.1,2.51,0,300507,18.5,27.1,30.2,7.19,3.01
Texas,Castro County,49.3,5.2,72.3,27.2,13.4,16.1,64,79.7,77,3.17,0,76493,15.9,28.1,22.7,3.07,3.71
Texas,Chambers County,49.7,7.2,85.8,35.2,20.5,27.8,79.1,86.3,86.2,2.93,1,222966,12.9,13,17.7,6.08,3.28
Texas,Cherokee County,49.2,6.3,79.2,29.9,18.1,24.4,66.6,80.3,74.1,2.72,0,328005,18.7,31.1,28.9,5.08,3.18
Texas,Childress County,41.5,17.5,83,27.8,18.5,15.7,67.3,77.3,73.1,2.52,0,63400,19.6,21.7,15.4,2.98,3.03
Texas,Clay County,50.9,7,89.4,31,17.9,23.9,66,81.9,86,2.53,1,74253,15,22.6,21.6,4.37,3.03
Texas,Cochran County,50.9,11.2,66.4,26.3,10.5,23.4,56.3,71.7,77.3,2.81,0,41877,24.8,31.6,33.5,5.03,3.46
Texas,Coke County,51,4,84.9,29,20.6,23,65.8,84.2,73.7,1.99,0,27242,16.6,5.9,18.8,4.16,2.45
Texas,Coleman County,50.4,3.4,81.9,30.3,14.4,24.5,62.4,78.2,71,2.41,0,114975,20.3,31.1,29,5.82,3.01
Texas,Collin County,50.9,5.7,93.6,27.6,50.9,28.7,90.1,96.6,70.8,2.81,1,3371728,6.9,9.3,8,3.53,3.34
Texas,Collingsworth County,51,6.1,77.4,29.5,15.6,15.4,65.6,81.1,75.4,2.69,0,51953,15,26,25.8,3.46,3.28
Texas,Colorado County,50.4,6.7,82.1,26.6,18.9,20.5,61.5,78.1,77.1,2.7,0,171058,12,10.8,15.1,4.71,3.5
Texas,Comal County,50.9,6.3,92.2,30.9,36,30.6,85.6,91.1,75.9,2.71,1,743674,9.2,15.4,13.9,3.62,3.18
Texas,Comanche County,50.7,5.9,81.6,25.9,18.6,25.2,60.2,77,78.4,2.6,0,133011,18.2,31.9,27.8,4.3,2.96
Texas,Concho County,31.7,8.5,61,21.5,11.3,22.5,69.8,75.6,78.4,3.27,0,39337,8.5,14.4,13.8,3.39,3.04
Texas,Cooke County,50.4,5.9,86.4,34.2,22.7,25.5,72.2,84.4,70.3,2.53,0,234015,13.9,30.4,24.3,3.97,3.03
Texas,Coryell County,51.1,6.3,88.2,44.3,15.4,22,82.7,89.8,59.5,2.74,1,509591,13.3,21.5,18.6,4.66,3.24
Texas,Cottle County,52.6,10.5,75.4,25.8,16.7,15.2,59,71.1,79.9,2.26,0,24234,24.5,39.6,35.8,5.14,3.15
Texas,Crane County,51,11.1,74,33.7,11.7,28.5,68.7,87.4,75.8,3.2,0,20634,11.8,22.3,15,8.57,3.75
Texas,Crockett County,50.8,6.2,75.4,31.6,8.9,22.3,66.5,78.4,61.2,2.66,0,24301,20.9,48.7,39.8,7.5,3.13
Texas,Crosby County,51.9,9.9,75,26.1,13,21.6,60.5,78.5,71.9,2.81,1,73585,20.8,33.4,29.3,4.36,3.44
Texas,Culberson County,51.3,5,63.4,20.6,9,12.5,49.3,65.4,76.4,3.02,0,29175,29.4,56.4,47.3,4.11,4.8
Texas,Dallam County,48.1,8.4,68.2,26.7,12.4,13.5,68.2,83.3,66.2,2.95,0,66054,15.9,22.3,24.5,2.23,3.58
Texas,Dallas County,50.6,5.9,78.3,25.6,30.1,27.2,76.5,87.2,54.7,2.78,1,17621936,17.7,27.6,26.9,4.02,3.51
Texas,Dawson County,43.5,6.9,72.6,23.8,12.7,16.6,61.1,78,75.7,2.61,0,143793,18.5,15.5,19.7,5.01,3.15
Texas,Deaf Smith County,50.2,7.5,73,26.8,14.2,13.1,68.9,79,65,3.04,0,148277,18,30.6,26.6,3.12,3.59
Texas,Delta County,51,10.1,85.1,32.8,17.4,31.5,64.7,80.7,80.4,2.51,0,56200,22.9,46,39.9,3.8,3.13
Texas,Denton County,50.8,5.1,92,30.3,43.4,28.9,88.8,95.8,66.2,2.79,1,1914745,8.4,11.1,9.1,3.43,3.36
Texas,DeWitt County,48,7.3,80.8,26.1,13.6,23.8,60,71,76.5,2.56,0,174169,16,21.8,20,5.46,3.11
Texas,Dickens County,43.4,2.4,80.3,34,15.2,19.1,71.3,81.1,80.4,2.5,0,37199,16.6,26.3,18.4,4.93,3.25
Texas,Dimmit County,51.6,3.6,64.3,23.5,10.1,15.6,57.3,67.4,69.5,3.08,0,119429,30.2,32.5,43.3,7.11,3.99
Texas,Donley County,50.4,2.8,88.8,38,18.9,23.6,58.6,73.7,73.3,2.54,0,35452,14.9,31,23.5,4.05,2.96
Texas,Duval County,48.4,5,67.7,25.9,8.7,27.6,55.2,64.9,73.3,2.84,0,168296,25.2,46.7,36.2,10.91,3.71
Texas,Eastland County,51.2,3.1,83,35.4,12.7,18.6,57,68.8,75.4,2.69,0,181421,17.4,18.5,23.6,5.43,3.57
Texas,Ector County,50.6,9.3,75,30.5,15,22,80,86.8,67.5,2.99,1,712934,12.3,18,15.5,6.35,3.71
Texas,Edwards County,49,0,75,24.8,20.6,16.3,43.8,57.4,81.2,3.31,0,28117,7,27.6,12.4,4.62,3.37
Texas,Ellis County,50.6,5.1,84.8,34,22.1,29.3,81,91,76.3,2.97,1,716339,10.5,18.7,14.4,3.74,3.4
Texas,El Paso County,51.6,5.8,76.9,30.6,22.2,23.4,71.4,82.3,63.9,3.11,1,8651993,21.7,29.5,30,4.94,3.68
Texas,Erath County,50.9,6.1,85.1,32.8,27.8,19.9,72.1,89.1,62,2.82,0,220042,22.6,18.5,21.3,4.06,3.53
Texas,Falls County,52.5,3.9,77,27.4,12.1,26.7,54.4,70.7,72.9,2.87,1,189018,25.2,44.7,37.4,4.4,3.88
Texas,Fannin County,47,4,85.2,34.2,16.2,29.7,69,84.1,74.7,2.55,0,547464,14.8,22.4,18.7,3.76,3.07
Texas,Fayette County,50.8,5.9,83,26.6,18.1,22.8,59.3,74,74.1,2.63,0,214994,9.1,9.4,9,3.65,3.22
Texas,Fisher County,50.7,10.2,83.2,34.1,18,21.3,65.4,77.6,74,2.26,0,50619,17.4,23.3,23.7,4.27,3.06
Texas,Floyd County,50.7,2.7,73.9,30.7,17.4,14.9,70.3,80.3,71.7,2.55,0,84265,18.2,24.9,28.7,5.05,3.12
Texas,Foard County,52.3,3.8,77.5,28.6,16.7,20.8,68.1,82.4,61.5,2.45,0,29923,5.7,6.1,5.3,3.71,2.92
Texas,Fort Bend County,50.9,5.1,89.7,26.8,45.7,33,90.8,95.6,80.8,3.17,1,1443109,8.1,11.1,10.5,5,3.56
Texas,Franklin County,50.8,4.5,87,35.1,19.8,23.9,70.5,82.6,80.8,2.68,0,65752,15,32.7,22.6,4.91,3.25
Texas,Freestone County,47.3,4.8,81.8,34.9,11.7,25.7,68.3,80,78.8,2.49,0,130591,17.3,35.4,25.8,6.68,3.26
Texas,Frio County,41.7,8.1,65,23,7.2,15.8,54,68.6,66.5,3.52,0,174166,20.3,21.6,26.7,4.87,4.07
Texas,Gaines County,49.8,8.4,61.7,20.4,11.2,19,68.3,84.5,73,3.46,0,117033,11,9.9,11.5,3.72,4.11
Texas,Galveston County,50.5,5.7,88,33.3,29.5,28,80.5,88.7,69.5,2.68,1,4132006,13.9,18.1,19.4,5.33,3.23
Texas,Garza County,36.7,3.6,58,20.2,10.2,17.4,70.5,79.6,72.7,2.79,0,42458,13.5,45,25.4,3.9,3.14
Texas,Gillespie County,51.8,5.6,89.9,26.6,33.4,20.7,75.9,84.7,75.5,2.37,0,182308,12.4,30.6,21.9,2.84,3.05
Texas,Glasscock County,47.1,10.3,74.9,26,25.3,20.6,73.9,88.6,73.5,2.99,0,13569,11.6,0,6.1,3.88,3.81
Texas,Goliad County,50.1,6.4,89.6,36.9,17.6,29.9,61.3,76.6,82.8,2.69,1,66165,16.4,35.1,30.8,5.8,3.35
Texas,Gonzales County,49.7,9.3,73.2,24.2,13.2,22.3,67,76.6,68.4,2.88,0,267606,17.2,28.5,25,4.23,3.28
Texas,Gray County,48.1,6.8,80.4,34.9,12.8,19,67.3,81.8,76.9,2.68,0,177407,14.9,30.1,19.8,6.88,3.29
Texas,Grayson County,51.3,6.9,88.2,36.5,20.2,24.9,72.7,85.2,70.4,2.6,1,838539,14.3,21,19.3,3.85,3.26
Texas,Gregg County,51.1,7,84.5,35.2,20.4,20.4,71.9,85.4,63.1,2.6,1,919364,17.6,27.7,24.4,6.08,3.26
Texas,Grimes County,45.5,2.6,79,29.8,13.7,27.1,65.5,80.1,74.9,2.65,0,176463,18.6,26.9,30.5,6.6,3.23
Texas,Guadalupe County,50.8,5.1,88.2,31.3,26.8,26.7,80.3,89,78.6,2.87,1,742266,10.6,16.6,14.4,3.59,3.34
Texas,Hale County,48.3,7.1,75.4,25.6,16.1,17.7,73.6,81.5,65.3,2.87,0,287023,19.8,33.6,26.7,5.61,3.5
Texas,Hall County,50.6,8.3,75.1,33.1,12.7,15,56.5,75,67,2.43,0,55287,22.2,48.6,27.5,6.7,3.01
Texas,Hamilton County,50.7,3.5,83.2,26.9,22.8,19.1,63.6,77.4,80.9,2.51,0,73602,16.1,30.4,23.8,4.9,3.26
Texas,Hansford County,50.1,10.1,70.9,27.6,15.9,14.8,69.7,83.5,75.8,2.83,0,45308,18.7,22.9,27.5,3.13,3.58
Texas,Hardeman County,50.4,7.2,77.5,29.1,14.4,15.9,64.3,80,78.8,2.58,0,50978,13.8,21.1,15.9,3.89,3.05
Texas,Hardin County,50.7,6.5,87.6,32.8,16.8,28.3,75.9,85.9,78.2,2.68,1,318462,12,17.5,14.6,6.08,3.23
Texas,Harris County,50.2,6.2,80.5,26.7,30.5,28.9,78.4,88.3,57.8,2.87,1,29940175,16.8,26.3,24.8,5.32,3.52
Texas,Harrison County,50.9,4.3,84,31.4,18.8,20.9,63.1,75.1,74.7,2.79,0,476253,17.9,30.6,24.1,6,3.27
Texas,Hartley County,39,6,80.8,24.8,17,11.9,76.6,86.1,73.3,2.44,0,24456,8.1,8.1,11.4,2,2.92
Texas,Haskell County,47.4,9,69.6,24.4,12.3,16.1,55.4,70.9,76,2.34,0,77622,19.3,26.3,32.6,4.23,3.05
Texas,Hays County,50.2,4.4,89,30.4,36.6,30.1,80.5,92.8,67.8,2.76,1,658768,15.3,15.1,14.6,3.33,3.32
Texas,Hemphill County,49.4,2.2,75.9,27.9,22.7,16,71.7,90,77.3,3.03,0,27395,8.8,24.1,14.3,3.74,3.49
Texas,Henderson County,51,6.1,83.3,31.3,18.1,30.6,66.7,78.2,77.5,2.57,0,476140,18,34.7,29,4.67,3.1
Texas,Hidalgo County,51.3,6.8,63.7,22.7,17.8,21.9,62.4,81.3,70.8,3.57,1,3824184,31.8,45.3,43.7,7.81,4.04
Texas,Hill County,51,6.5,81.1,31,16.4,28.5,68.3,81.9,76.5,2.69,0,342838,17.5,33.1,26.6,4.4,3.23
Texas,Hockley County,50.7,5.8,77.3,35.1,13.6,19.6,72,81.5,74.4,2.79,0,194455,14.9,20.2,18.3,4.64,3.38
Texas,Hood County,50.8,7.5,88.9,33.1,26.3,32.5,81.3,89.7,78.5,2.54,1,323011,12.3,30.3,20,4.7,3.09
Texas,Hopkins County,50.5,5.4,83,29.2,17.3,23.3,72.7,84.1,71.1,2.67,0,239330,17.9,29.3,27.2,3.98,3.14
Texas,Houston County,46.2,5.3,81.6,30,14.5,26.4,54.4,74,74.3,2.36,0,231949,24.7,51.7,40,4.61,3.01
Texas,Howard County,43.7,8.2,79.8,32.3,12.9,18.8,68.4,82.1,68.9,2.82,0,502848,13.9,25.9,16.6,5.53,3.5
Texas,Hudspeth County,49.7,9.2,51,16.6,7.6,29,43.7,65.2,79.4,3.5,1,40703,35.6,44.3,51.5,5.98,4.46
Texas,Hunt County,50.4,6.1,84.5,30.9,19.1,30.8,70.4,84.8,70.5,2.76,1,2037390,18.8,30.8,26,4.28,3.32
Texas,Hutchinson County,50,8,85.5,39.1,13.7,18.3,74.4,84.4,80.6,2.77,0,148370,16.4,27.4,22.8,5.63,3.78
Texas,Irion County,49.5,2.5,93.8,38.4,14.8,22.3,69,88.1,83.2,2.46,1,14228,13.5,25.6,16.3,3.21,3.01
Texas,Jack County,44.4,7.8,80.3,26.3,11.4,26.5,65,83.1,77.6,2.49,0,48105,18.2,22.6,26.4,4.94,2.91
Texas,Jackson County,50.6,3.5,84.7,33.6,18.3,25.7,64.9,81,74.1,2.77,0,121057,13.7,28.4,17.5,4.68,3.55
Texas,Jasper County,50.9,4.5,85.9,29.4,11.6,29.9,52,75.7,79.3,2.88,0,309719,16.8,26.7,21.5,7.66,3.3
Texas,Jeff Davis County,49.3,0,79.6,28.6,36.3,18.5,66.3,88.7,78.8,2.16,0,16710,6.7,0,0,2.89,2.78
Texas,Jefferson County,48.9,6.1,83.8,31.9,18.9,19.7,66.1,77.7,65.2,2.54,1,2240568,19.4,29.1,28.8,7,3.23
Texas,Jim Hogg County,50.6,15.6,71.6,27.3,11.3,33,48.6,63.8,72,3.3,0,76512,26,55.3,35.9,9.54,3.88
Texas,Jim Wells County,50.8,8.4,73,25.4,11.3,28.6,53.1,64.1,73.3,3,0,406674,23,34.1,32,10.54,3.77
Texas,Johnson County,50,7.3,84.1,32.6,18.5,30.3,79.4,90,76.6,2.83,1,756101,11,14.5,13.9,4.35,3.29
Texas,Jones County,38.7,8.5,77.6,26.8,10.9,20.2,63.1,82.4,78.8,2.25,1,162003,15.9,26.5,19.7,5.79,2.65
Texas,Karnes County,40.4,5.2,75.6,25.5,13.7,21.7,55,67.5,68.8,2.82,0,147205,19.3,37.4,31.5,4.88,3.64
Texas,Kaufman County,50.8,6.7,86,32,20.7,34.7,74.8,87.5,77.6,3.1,1,616312,12.4,18.3,16.2,3.78,3.65
Texas,Kendall County,51.2,3.2,93.1,31.8,39,31.2,82.6,93.3,75.4,2.91,1,259170,5.7,7.3,7.6,3.19,3.43
Texas,Kenedy County,49,8.6,41.3,8.8,6.5,16.3,36.2,43.4,38,3.68,0,4012,24.8,0,29.9,4.61,3.39
Texas,Kent County,51.5,28.1,77.2,29,23.8,7.7,62.2,74.5,80.8,2.3,0,9791,17.9,46.8,42,2.99,2.96
Texas,Kerr County,51.5,7.5,88.1,34.6,25.9,20,74.9,83.6,73.6,2.38,0,438119,13.8,24.8,22.3,3.59,2.79
Texas,Kimble County,50.5,12.3,83.2,29.9,19.3,20.6,61.8,77.5,71.7,2.25,0,33791,22.1,36.1,36.4,3.8,2.87
Texas,King County,50.7,9.7,80.2,27.1,19.8,12.4,73.3,92.1,38.9,2.86,0,6722,3.5,9.5,6.8,3.95,4.02
Texas,Kinney County,45.7,0,74.3,28.8,11.5,18.7,54.7,71.2,79.7,2.77,0,42747,10.6,0,8.3,5.81,3.83
Texas,Kleberg County,49,3.7,77.9,30.8,24.1,17.6,73.4,86.8,59.7,2.7,0,380088,23.7,33,27.3,6.71,3.23
Texas,Knox County,50.7,5.5,82.3,26.7,20.5,17.5,66.9,79.1,67.8,2.62,0,60259,14.7,33.1,23.2,4.24,3.21
Texas,Lamar County,51.7,4.9,84.6,33.4,17.1,20.3,65.4,80.7,68.8,2.55,0,444311,17.8,31.4,26.1,4.62,3.06
Texas,Lamb County,50.2,6,73.7,25.1,16.4,17.2,61,79.3,75.1,2.75,0,137879,20.5,32.5,27.6,6.49,3.36
Texas,Lampasas County,50.7,3.1,88.7,41.5,20.1,27.4,70.1,85.4,76.2,2.61,1,165861,12,19.8,14.8,4.16,3.09
Texas,La Salle County,40.6,8.2,68.3,13.9,15.1,19.5,54.5,67.8,61.2,2.85,0,73470,8.2,10.1,8.7,5.16,3.41
Texas,Lavaca County,51.1,7,84.6,25.3,17.4,28,70.1,76.7,78.3,2.52,0,200993,10.5,16,13,4.22,2.99
Texas,Lee County,49.4,9.2,82.7,28.1,17.6,25.7,70.5,83.3,76.8,2.67,0,94523,13.8,19.2,18.9,3.77,3.21
Texas,Leon County,50.1,12.1,82.8,27.2,15.9,28.3,72.9,81.3,83.7,2.7,0,181185,16.3,30.3,27,6.46,3.28
Texas,Liberty County,50.8,6,77.1,27.9,9.3,36.9,72.6,81.8,78.9,2.81,1,489888,16.2,24.5,21.1,7.51,3.41
Texas,Limestone County,48.2,7.2,80.4,32.5,13.8,21.3,58.5,76.2,78.8,2.77,0,209675,20.7,38.5,33.5,5.59,3.26
Texas,Lipscomb County,49.7,9.9,81.4,28.6,18.8,20.2,79.3,86.4,77.6,2.7,0,20939,10.5,13.4,13,4.43,3.25
Texas,Live Oak County,46.3,12.1,78.5,32.5,11.3,33.5,55,72.9,80.4,2.93,0,117618,16.3,31.7,23.6,5.93,3.61
Texas,Llano County,51.7,7.4,86.5,33.4,26.6,24.4,72,84.5,77.9,2.3,0,147093,12.5,16.6,19.5,4.17,2.91
Texas,Loving County,43.9,0,79.7,42.2,4.7,22.4,64.5,93.5,45.5,2.39,0,871,17.1,NA,0,4.65,3.9
Texas,Lubbock County,50.6,6.4,85.5,31,28.7,17.3,74.7,88.8,59.7,2.59,1,1760477,18.8,22.1,21,3.39,3.18
Texas,Lynn County,50.2,4.8,76.9,27.5,17,19.1,64.7,80.4,73.9,2.68,1,85142,18,37.3,26.9,3.96,3.25
Texas,McCulloch County,51,0.3,78.9,31,16,15.9,70.1,80.1,71.6,2.54,0,84440,16.3,17.7,22.6,4.48,3.1
Texas,McLennan County,51.4,4.9,84,33.2,22.9,19.4,70.1,84.8,60.1,2.68,1,1871880,19.3,29.8,25.9,3.95,3.24
Texas,McMullen County,48.1,1.2,84.5,23.9,20.7,21.6,56.2,66.5,83.1,3.09,0,7201,7,0,0,2.09,3.35
Texas,Madison County,42.4,6.9,78.3,26.9,13,23.4,64.7,78.9,79.4,2.35,0,74545,15.4,17.8,17.8,5.08,3.27
Texas,Marion County,51,2.3,82.1,29.2,14.1,31.4,55.7,70.8,79.8,2.25,0,105564,22.3,27.6,37.9,7.01,2.73
Texas,Martin County,49.8,1.8,77.7,24.8,20.6,17.9,64.4,84.8,75.4,3.35,1,55080,7,22.3,7.8,4.4,4.06
Texas,Mason County,50.7,2.6,88.8,34.1,20.3,20.2,58.3,75.3,79.8,2.53,0,33865,12.6,32.2,20.1,3.58,3.17
Texas,Matagorda County,50,5.5,77.5,29.9,14.7,21.7,60.1,76.8,71.6,2.63,0,816342,20.6,31.6,33.8,7.31,3.35
Texas,Maverick County,51.2,9.2,59.2,26.4,11.8,22,55.5,72.1,69.7,3.47,0,395854,24.5,31.1,31.6,11.23,3.99
Texas,Medina County,48.6,8,82.7,30.6,20,31.5,68.6,81.6,76.8,3.03,1,299511,12.7,21.3,16.8,4.4,3.54
Texas,Menard County,49.5,3.8,79.1,27.2,15.8,29.3,56,70,74.9,2.15,0,24134,9.8,10.6,9.4,4.53,2.72
Texas,Midland County,50.9,8.9,83.7,31.3,26.8,19.5,81.9,90.5,69.7,2.87,1,621592,8.7,17,11.4,4.4,3.56
Texas,Milam County,50.6,6.3,81.7,29.2,15,27.2,61.7,76.8,73,2.54,0,207874,16,28.8,25.2,5.16,3.3
Texas,Mills County,50.5,2.7,82.9,31.9,23,16.5,70.6,80.1,78.5,2.57,0,49349,14.9,33.3,19.8,4.11,3.31
